번호,야영장명,주소,화로대,부대시설,주변이용가능시설,테마환경,반려동물출입,비수기_평일_가격,비수기_주말_가격,성수기_평일_가격,성수기_주말_가격,naver_id,states
708,산애 캠핑장,경상남도 함양군 서하면 우전길 112-2,개별,"전기,장작판매,온수,물놀이장,놀이터","계곡 물놀이,강/물놀이,어린이놀이시설","일몰명소,가을단풍명소",불가능,50000,65000,75000,90000,NOT_FOUND,휴업
709,아스트로마스 캠핑랜드,경기도 동두천시 쇠목길 320 (광암동),개별,"전기,장작판매,온수,트렘폴린,물놀이장,놀이터","산책로,강/물놀이,농어촌체험시설","봄꽃여행,가을단풍명소,겨울눈꽃명소,걷기길",가능,45000,58000,68000,81000,NOT_FOUND,휴업
710,영월산여울캠핑장,강원도 영월군 무릉도원면 백년계곡길 142,개별,"전기,무선인터넷,장작판매,온수,운동시설",계곡 물놀이,정보없음,가능(소형견),40000,52000,60000,72000,13349991,운영중
711,산여울캠핑장,경상남도 밀양시 산외면 밀양대로 3480,개별,"전기,무선인터넷,장작판매,온수,트렘폴린,운동시설","계곡 물놀이,산책로",여름물놀이,불가능,45000,58000,68000,81000,1226016188,운영중
712,산우물 쉼터,경기도 안성시 양성면 산정산우물길 172-16,개별,"전기,무선인터넷,장작판매,온수,물놀이장",정보없음,정보없음,불가능,55000,72000,82000,99000,NOT_FOUND,휴업
713,산울림관광농원,경기도 양평군 양동면 불개터길 65-19,개별,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,운동시설",정보없음,스키,불가능,50000,65000,75000,90000,35506768,운영중
714,산으로 캠핑장,강원도 홍천군 서면 모곡로 365-139,개별,"전기,무선인터넷,장작판매,온수,물놀이장,놀이터,운동시설",정보없음,정보없음,불가능,50000,65000,75000,90000,33451826,운영중
715,산음자연휴양림야영장,경기도 양평군 단월면 고북길 347,개별,정보없음,정보없음,정보없음,불가능,40000,52000,60000,72000,NOT_FOUND,휴업
716,산음숲자연학교 힐링캠핑장,경기도 양평군 단월면 봉미산샘골길 1,개별,"전기,온수,산책로,운동장",정보없음,정보없음,불가능,45000,58000,68000,81000,31499085,운영중
717,산음캠핑(글램핑),경기도 양평군 단월면 고북길 76-23,개별,"전기,온수,놀이터,운동장,운동시설","계곡 물놀이,산책로,청소년체험시설",가을단풍명소,불가능,105000,136000,158000,189000,32548380,운영중
718,산장관광지,경기도 가평군 가평읍 문화로 131,개별,"전기,무선인터넷,놀이터,산책로,운동시설,마트.편의점","계곡 물놀이,산책로,농어촌체험시설,어린이놀이시설","낚시,봄꽃여행,여름물놀이,가을단풍명소,걷기길",불가능,40000,52000,60000,72000,NOT_FOUND,휴업
719,산장펜션 캠핑장,경상북도 경주시 산내면 대현길 132,개별,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,운동시설","계곡 물놀이,산책로,낚시,어린이놀이시설",여름물놀이,불가능,55000,72000,82000,99000,34984587,운영중
720,산정레이크 RV리조트 ,경기도 포천시 영북면 산정리 277-1,정보없음,"전기,무선인터넷,온수,물놀이장,놀이터,산책로,운동시설",정보없음,정보없음,불가능,50000,65000,75000,90000,NOT_FOUND,휴업
721,산정호수 가족글램핑장,경기도 포천시 영북면 산정호수로411번길 13,개별,"전기,무선인터넷,장작판매,온수,물놀이장,놀이터,운동장,운동시설","산책로,수상레저,어린이놀이시설","일출명소,일몰명소,수상레저,액티비티,여름물놀이,가을단풍명소,겨울눈꽃명소,걷기길",불가능,105000,136000,158000,189000,35195394,운영중
722,산정호수글램핑,경기도 포천시 영북면 산정호수로 1012-30,공동취사장,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,산책로,운동시설,마트.편의점","계곡 물놀이,산책로,운동장,수영장,청소년체험시설","일몰명소,여름물놀이,가을단풍명소,겨울눈꽃명소,걷기길",가능(소형견),110000,143000,165000,198000,NOT_FOUND,휴업
723,산청별천지캠핑장,경상남도 산청군 단성면 호암로701번길 139,개별,"전기,무선인터넷,장작판매,온수,물놀이장,놀이터,운동시설,마트.편의점",정보없음,"봄꽃여행,여름물놀이,가을단풍명소",불가능,45000,58000,68000,81000,1552685931,운영중
724,산청지막계곡캠핑장,경상남도 산청군 금서면 왕등재로 307,개별,"전기,무선인터넷,장작판매,온수,물놀이장,놀이터,운동장,운동시설",계곡 물놀이,"봄꽃여행,여름물놀이,가을단풍명소,겨울눈꽃명소",불가능,50000,65000,75000,90000,NOT_FOUND,휴업
725,산촌오토캠핑장,경기도 동두천시 탑동동 탑신로237번길 111,개별,"전기,무선인터넷,장작판매,온수,물놀이장,산책로,운동장,운동시설,마트.편의점","계곡 물놀이,산책로,운동장,강/물놀이","봄꽃여행,가을단풍명소,겨울눈꽃명소,걷기길",가능,55000,72000,82000,99000,31880244,운영중
726,산타파크 캠핑장,강원도 태백시 백두대간로 301 (황지동),정보없음,"전기,물놀이장,놀이터",정보없음,정보없음,불가능,50000,65000,75000,90000,NOT_FOUND,휴업
727,살구나무글램핑&펜션,강원도 횡성군 경강로 615-19,개별,운동시설,수영장,가을단풍명소,불가능,105000,136000,158000,189000,1259196242,운영중
728,살둔마을 생둔분교 캠핑장,강원도 홍천군 내면 살둔길 25,개별,"전기,무선인터넷,장작판매,온수,운동시설,마트.편의점","계곡 물놀이,청소년체험시설","여름물놀이,가을단풍명소",불가능,45000,58000,68000,81000,19896630,운영중
729,살둔산장,강원도 홍천군 살둔길 30-15,개별,"전기,무선인터넷,장작판매,온수,놀이터","계곡 물놀이,산책로","봄꽃여행,가을단풍명소,겨울눈꽃명소",불가능,40000,52000,60000,72000,NOT_FOUND,휴업
730,삼남매와 뭉치네 캠핑장,강원도 평창군 봉평면 상포항길 91-10,개별,"전기,장작판매,온수,물놀이장,운동시설,마트.편의점",어린이놀이시설,"스키,여름물놀이,가을단풍명소",불가능,50000,65000,75000,90000,37883288,운영중
731,삼락생태공원 오토캠핑장,경상남도 사상구 삼락동 29-59,개별,"전기,무선인터넷,장작판매,온수,물놀이장,산책로,운동장,마트.편의점",정보없음,"수상레저,여름물놀이,걷기길",불가능,45000,58000,68000,81000,1521569997,운영중
732,삼밭골글램핑,경상북도 영천시 삼밭골길 107,정보없음,"물놀이장,놀이터",정보없음,정보없음,불가능,110000,143000,165000,198000,1285253605,운영중
733,삼봉자동차야영장,충청남도 태안군 안면읍 삼봉길 209-3,개별,"전기,온수,산책로",해수욕,일몰명소,불가능,35000,46000,52000,63000,NOT_FOUND,휴업
734,삼산야영장,강원도 강릉시 연곡면 진고개로 1296,개별,"전기,장작판매",계곡 물놀이,여름물놀이,불가능,40000,52000,60000,72000,1715611235,운영중
735,삼원레저타운,충청남도 서산시 팔봉면 진장서낭골길 203-14,개별,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,운동시설","산책로,낚시,해수욕,어린이놀이시설",정보없음,가능(소형견),50000,65000,75000,90000,NOT_FOUND,휴업
736,삼장다목적캠핑장,경상남도 산청군 삼장면 친환경로 409-28,개별,"전기,장작판매,놀이터,산책로,운동시설",운동장,걷기길,불가능,35000,46000,52000,63000,1402750455,운영중
737,삼정오토캠핑장,경기도 포천시 신북면 청신로947번길 207,개별,"전기,온수,마트.편의점","계곡 물놀이,산책로",걷기길,불가능,40000,52000,60000,72000,NOT_FOUND,휴업
738,삼화리 동광 캠핑장,경기도 연천군 미산면 어삼로 447-30,개별,"전기,장작판매,온수,트렘폴린,물놀이장","계곡 물놀이,산책로,낚시,강/물놀이",여름물놀이,가능(소형견),50000,65000,75000,90000,1147352390,운영중
739,물골삼화힐링타운캠핑장,경기도 가평군 상면 물골길 112,공동취사장,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,산책로,운동장,운동시설,마트.편의점","계곡 물놀이,산책로,강/물놀이,수영장","일출명소,일몰명소,봄꽃여행,여름물놀이,가을단풍명소,걷기길",불가능,55000,72000,82000,99000,1099922195,운영중
740,상상글램핑,경기도 양평군 옥천면 용천리 155-18,개별,정보없음,정보없음,정보없음,불가능,100000,130000,150000,180000,NOT_FOUND,휴업
741,상소오토캠핑장,충청남도 동구 산내로 748 (상소동),개별,"전기,무선인터넷,온수,물놀이장,놀이터",정보없음,걷기길,불가능,50000,65000,75000,90000,NOT_FOUND,휴업
742,상순네 오토캠핑장,강원도 영월군 중동면 고장골길 76-6,개별,"전기,무선인터넷,장작판매,온수,물놀이장,운동시설",정보없음,"봄꽃여행,가을단풍명소",불가능,45000,58000,68000,81000,1167539007,운영중
743,상아골계곡오토캠핑장,경기도 포천시 신북면 금동리 247-1,개별,"전기,무선인터넷,장작판매,온수,물놀이장,놀이터,산책로,운동시설","계곡 물놀이,산책로,운동장,강/물놀이,농어촌체험시설","봄꽃여행,여름물놀이,가을단풍명소,겨울눈꽃명소,걷기길",불가능,55000,72000,82000,99000,1282631769,운영중
744,상우농장 야영장,강원도 영월군 무릉도원면 무릉법흥로 994-23,개별,"전기,무선인터넷,장작판매,온수,트렘폴린,운동시설",계곡 물놀이,여름물놀이,불가능,45000,58000,68000,81000,32769371,운영중
745,상주 경천대 오토 캠핑장,경상북도 상주시 사벌면 삼덕리 3-3,개별,"전기,무선인터넷,장작판매,온수,물놀이장,놀이터,운동시설",산책로,"봄꽃여행,여름물놀이,가을단풍명소,겨울눈꽃명소",불가능,50000,65000,75000,90000,NOT_FOUND,휴업
746,상주 우산캠핑장,경상북도 상주시 외서면 채릉산로 752,개별,"전기,무선인터넷,장작판매,온수,물놀이장,산책로,운동시설","산책로,낚시,어린이놀이시설",여름물놀이,불가능,50000,65000,75000,90000,35445137,운영중
747,상주보 캠프존 휴,경상북도 상주시 용마로 469-10 (도남동),정보없음,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,운동장,운동시설",산책로,여름물놀이,불가능,45000,58000,68000,81000,NOT_FOUND,휴업
748,상주은모래비치 오토캠핑장,경상남도 남해군 상주면 상주로 17-4,개별,"전기,온수,물놀이장","수상레저,낚시,해수욕,강/물놀이","수상레저,낚시,액티비티,여름물놀이,걷기길",불가능,45000,58000,68000,81000,32769676,운영중
749,상황오토캠핑장,충청남도 홍성군 서부서길 633-60,개별,"전기,무선인터넷,장작판매,온수,물놀이장,놀이터,운동시설,마트.편의점","산책로,수상레저,낚시,해수욕",여름물놀이,불가능,50000,65000,75000,90000,38627873,운영중
750,새들펜션캠핑장,충청북도 괴산군 칠성면 쌍곡리,정보없음,정보없음,정보없음,정보없음,불가능,45000,58000,68000,81000,NOT_FOUND,휴업
751,새막골 캠프,강원도 영월군 무릉도원면 새막골길 72-115,개별,"전기,무선인터넷,장작판매,온수,운동시설",어린이놀이시설,"낚시,여름물놀이,가을단풍명소",불가능,35000,46000,52000,63000,1579038908,운영중
752,새만금오토캠핑장,전라북도 군산시 옥도면 야미도리,정보없음,"전기,장작판매,온수,물놀이장,놀이터,산책로,운동시설",정보없음,정보없음,가능,50000,65000,75000,90000,NOT_FOUND,휴업
753,샘골솔밭야영장,강원도 홍천군 내면 구룡령로 6928,개별,"전기,장작판매,온수,운동시설",계곡 물놀이,정보없음,가능(소형견),40000,52000,60000,72000,33292557,운영중
754,생각나무자연학교,경상남도 진주시 미천면 어옥로 3,정보없음,"전기,온수,물놀이장,산책로,운동장,운동시설",정보없음,정보없음,불가능,45000,58000,68000,81000,NOT_FOUND,휴업
755,생각속의 집,강원도 원주시 지정면 삼태울길 32,정보없음,"전기,무선인터넷,장작판매,온수,운동시설","계곡 물놀이,낚시","스키,액티비티,여름물놀이,가을단풍명소",불가능,40000,52000,60000,72000,NOT_FOUND,휴업
756,생림 오토 캠핑장,경상남도 김해시 생림면 마사리 1322-6,개별,"전기,무선인터넷,장작판매,온수,놀이터",정보없음,정보없음,불가능,35000,46000,52000,63000,1172877446,운영중
757,샤토안오토캠핑장,경기도 안성시 서운면 인리 330-7,정보없음,물놀이장,정보없음,정보없음,불가능,50000,65000,75000,90000,NOT_FOUND,휴업
758,휘게포레스트,강원도 평창군 용평면 이승복생가길 114,개별,"전기,무선인터넷,장작판매,온수,산책로,운동장","계곡 물놀이,산책로,운동장",정보없음,가능(소형견),45000,58000,68000,81000,1069898873,운영중
759,서건도카라반,제주도 서귀포시 이어도로 826-51,정보없음,"전기,온수,물놀이장,놀이터",정보없음,"일출명소,일몰명소",불가능,100000,130000,150000,180000,31251203,운영중
760,서귀포 자연휴양림 야영장,제주도 서귀포시 대포동 산1-1,정보없음,"놀이터,산책로,운동시설",정보없음,정보없음,불가능,35000,46000,52000,63000,NOT_FOUND,휴업
761,서귀포호텔 카라반 캠핑장 ,제주도 서귀포시 상예로 289-0,정보없음,정보없음,정보없음,정보없음,가능(소형견),90000,117000,135000,162000,NOT_FOUND,휴업
762,서당골캠핑장,경상남도 밀양시 무안면 삼화길 680-22,개별,"전기,장작판매,온수,트렘폴린,물놀이장",정보없음,정보없음,가능(소형견),50000,65000,75000,90000,NOT_FOUND,휴업
